"Country.code","Country.name","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","region2"
"FRA","France",282.16,299.3,273.82,270.15,250.87,261.7,268.7,244.51,254.97,224.04,212.75,220.48,215.42,217.26,213.27,210.58,200.5,191.92,193.47,"欧洲和中亚"
"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"FSM","Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,181.06,172.76,170.98,168.41,167.31,168.54,165.76,166.24,192.13,196.77,"东亚和太平洋"
"GAB","Gabon",348.9,100.31,149.23,221.15,217.76,238.76,211.13,200.3,89.08,86.16,64.29,106.6,106.67,78.12,85.56,100.11,98.74,103.74,126.78,"撒哈拉以南非洲"
"GBR","United Kingdom",420.34,443.91,438.51,414.43,394.79,383.61,383.52,354.32,341.94,319.38,312,308.36,291.82,288.49,282.85,275.19,268.12,254.55,251.46,"欧洲和中亚"
"GEO","Georgia",NA,NA,1196.76,1098.53,749.45,276.51,439.11,433.5,470.14,400.27,410.3,325.34,277.25,278.01,273.35,300.64,319.13,311.54,262.82,"欧洲和中亚"
"GHA","Ghana",292.94,286.29,279.1,303.13,319.05,327.94,332.58,354.56,339.42,332.74,308.13,325.42,333.69,325.2,294.88,268.07,336.19,325.45,267.6,"撒哈拉以南非洲"
"GIB","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"GIN","Guinea",212.72,210.9,204.22,199.72,213.79,208.04,201.19,193.36,179.16,175.2,172.95,170.51,167.57,161.16,157.48,154.98,151.21,151.8,145.04,"撒哈拉以南非洲"
"GMB","Gambia, The",175.56,176.82,171.04,175.26,174.99,179.55,175.65,167.44,175.49,180.4,183.2,177.78,205.23,192.04,183.56,185.19,190.73,212.88,209.37,"撒哈拉以南非洲"
"GNB","Guinea-Bissau",206.04,198.89,199.53,209.19,202.71,196.72,178.56,180.56,176.39,185.81,139.31,139.03,157.97,188.34,192.54,189.87,193.65,195.14,186.63,"撒哈拉以南非洲"
"GNQ","Equatorial Guinea",161.9,272.94,264.5,118.09,40.12,126.41,87.01,127.07,59.93,118.82,100.65,423.15,569.92,604.35,340.53,312.47,311.23,258.65,234.59,"撒哈拉以南非洲"
"GRC","Greece",409.53,369.31,409.53,416.98,423.49,419.12,415.72,421.97,423.87,404.38,409.3,402.2,388.26,374.57,364.19,361.66,339.05,328.24,323.59,"欧洲和中亚"
"GRD","Grenada",247.95,242.38,257.83,295.09,331.36,337.64,331.38,369.57,322.1,315.14,279.83,312.03,300.39,291.09,296.17,286.75,306.09,292.81,290.2,"拉美和加勒比海"
"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"GTM","Guatemala",171.09,163.98,186.27,168.52,195.79,195.46,176.25,192.9,211.65,207.91,222.84,233.38,236.25,220.05,224.03,235.35,225.76,223.4,199.36,"拉美和加勒比海"
"GUM","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"GUY","Guyana",1006.03,933.96,812.35,753.31,877.32,927.48,887.37,875.42,919.17,890.68,864.98,812.58,819.67,814.26,757.9,800.15,766.64,795.6,780.18,"拉美和加勒比海"
"HKG","Hong Kong SAR, China",204.62,202.22,220.53,218.55,184.44,181.4,161.68,161.7,218.8,232.49,204.43,190.33,181.87,191.44,169.23,166.82,148.21,144.39,136.23,"东亚和太平洋"
"HND","Honduras",199.49,201.13,217.07,189.24,224.55,250.88,247.21,247.23,268.64,279.22,280.17,309.72,318.25,338.31,346.58,338.03,304.23,353.81,326.62,"拉美和加勒比海"
"HRV","Croatia",NA,NA,368.49,400.28,388.38,379.71,376.92,368.62,382.5,387.92,358.44,364.65,367.2,375,352.56,338.95,323.98,324.24,303.5,"欧洲和中亚"
"HTI","Haiti",NA,99.56,95.86,73.98,38.06,108.55,120.87,153.23,129.86,136.59,139.14,161.34,188.21,178.12,211.54,217,216.72,237.29,238.9,"拉美和加勒比海"
"HUN","Hungary",494.4,565.08,539.57,555.71,521.33,531.26,549.08,518.87,485.78,462.29,412.82,394.93,371.72,375.33,348.17,338.42,332.1,321.61,312.06,"欧洲和中亚"
"IDN","Indonesia",403.98,445.66,468.48,471.35,443.94,416.08,435.25,457.35,397.14,445.36,461.14,498.27,500.64,490.99,500.22,476.93,454.51,465.92,484.1,"东亚和太平洋"
"IMY","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"IND","India",653.65,691.04,695.79,690.12,687.29,679.65,688.33,689.05,666.24,662.36,660.22,636.57,625.16,602.79,584.79,560.58,546.91,533.78,549.8,"南亚"
"IRL","Ireland",492.34,525.76,480.24,468.14,462.53,424.49,417.78,391.35,376.6,357.04,332.34,336.15,313.17,294.67,285.13,268.95,254.77,248.47,252.92,"欧洲和中亚"
"IRN","Iran, Islamic Rep.",667.73,610.17,619.65,584.31,757.58,708.6,665.63,652.75,691.22,679.17,691.98,702.6,686.66,704.44,719.39,713.08,722.52,689.14,716.29,"中东和北非"
"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,980.14,770.36,616.52,645.66,814.35,903.09,1606.5,1191.21,1182,1150.95,1129.9,1056.95,"中东和北非"
"ISL","Iceland",317.19,310.59,300.47,312.09,303.99,293.11,318.86,289.31,271.65,256.86,257.57,240.71,248.35,242.09,231.62,212.67,206.03,203.72,191.52,"欧洲和中亚"
"ISR","Israel",402.85,382.76,438.23,451.66,440.84,475.64,451.66,511.74,485.92,465.73,430.18,451.35,436.38,443.34,409.78,365.28,383.92,204.04,200.2,"中东和北非"
"ITA","Italy",314.56,316.96,313.79,309.09,295.05,304.66,294.94,292.23,294.49,287.13,282.69,278.2,278.33,290.19,287.11,285.79,278.23,268.96,264.11,"欧洲和中亚"
"JAM","Jamaica",561.69,549.83,534.2,507.47,513.41,563.84,593.29,625.59,586.19,582.74,609.96,619.83,595.02,589.71,581.21,543.78,631.79,716.06,618.43,"拉美和加勒比海"
"JOR","Jordan",996.7,921.91,972.59,917.03,984.12,921.55,944.7,929.35,909.97,881.68,900.28,882.51,880.32,874.19,886.91,896.43,818.87,782.58,723.4,"中东和北非"
"JPN","Japan",339.14,330,334.18,329.16,345.62,342.1,339.42,333.08,328,339.42,335.97,330.58,333.69,334.58,331.54,319.71,311.7,309.3,302.19,"东亚和太平洋"
"KAZ","Kazakhstan",NA,NA,2675.18,2492.97,2573.49,2343.04,1967.28,1781.62,1752.81,1589.78,1588.04,1619.69,1515.39,1403.51,1433.29,1345.07,1317.12,1431.58,1444.07,"欧洲和中亚"
"KEN","Kenya",174.77,143.21,165.25,188.65,189.86,209.51,248.44,219.08,257.55,255.15,259.75,225.09,190.4,156.8,168.38,178.57,187.8,180.21,187.58,"撒哈拉以南非洲"
"KGZ","Kyrgyz Republic",NA,NA,1235.27,1117.32,1020.36,796.27,928.88,829.01,862.28,651.67,613.55,486.3,623.67,634.4,629.83,583.48,564.32,649.69,575.87,"欧洲和中亚"
"KHM","Cambodia",NA,NA,NA,61.12,63.35,158.71,170.54,189.1,210.9,185.36,174.97,189.87,192.53,194.04,196.68,184.78,182.59,180.58,175.4,"东亚和太平洋"
"KIR","Kiribati",157.58,164.69,159.61,155.53,148.21,150.06,235.88,178.91,181.37,159,166.8,133.85,126.04,120.61,119.53,119.17,133.65,149.75,134.59,"东亚和太平洋"
"KNA","St. Kitts and Nevis",184.55,204.25,197.71,213.17,211.64,221.16,223.55,209.37,207,196.75,191.42,334.96,358.09,396.02,380.19,371.6,352.21,366.79,350.54,"拉美和加勒比海"
"KOR","Korea, Rep.",499.66,502.87,507.06,528.63,522.79,521.69,527.35,531.74,490.82,486.7,491.16,480.87,474.64,461.88,457.14,422.09,408.15,410.91,410.52,"东亚和太平洋"
"KSV","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"KWT","Kuwait",NA,NA,396.06,493.02,532.99,742.87,699.45,706.72,705.61,749.77,794.02,735.36,682.66,680.38,696.28,699.14,619.26,601.99,NA,"中东和北非"
"LAO","Lao PDR",59.28,61.28,63.94,60.37,60.22,59.01,93.69,117.69,140.92,132.4,147.04,157.3,163.96,158.36,153.26,146.11,143.32,135.1,125.28,"东亚和太平洋"
"LBN","Lebanon",538.42,406.71,465.38,446.46,451.87,453.32,436.86,506.97,506.02,521.57,476,483.38,462.74,509.2,437.73,451.52,384.54,369.07,372.48,"中东和北非"
"LBR","Liberia",461.33,317.81,495.87,824.11,1041.37,1137.79,1048.24,524.38,441.82,376.45,321.07,359.22,346.4,533.66,613.41,688.14,654.15,534.39,447.72,"撒哈拉以南非洲"
"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,741.74,753.48,808.23,763.55,697.61,683.86,644.21,628.01,597.11,619.07,"中东和北非"
"LCA","St. Lucia",172.58,175.55,195.44,210.95,241.55,276.08,277.3,260.84,242.37,245.25,253.72,294.15,256.47,276.78,259.36,256.27,242.03,248.77,253.74,"拉美和加勒比海"
"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"LKA","Sri Lanka",109.29,112.5,134.12,121.64,127.08,129.11,149.16,151.35,149.5,157.62,177,181.27,187.34,171.24,182.28,166.94,156.37,153.55,138.46,"南亚"
"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
"LTU","Lithuania",NA,NA,644.67,607.76,668.31,603.97,557.45,505.77,496.21,424.03,365.92,363.02,347.42,308.04,296.08,288.55,273.17,263.37,255.76,"欧洲和中亚"
"LUX","Luxembourg",606.99,600.32,654.67,575.97,523.94,422.02,420.09,372.07,324.64,312.86,309.15,314.18,331.46,343.55,367.15,356.44,339.11,304.81,291.03,"欧洲和中亚"
"LVA","Latvia",NA,NA,878.91,794.41,725.89,626.7,598.29,488.24,441.5,355.89,304.64,313.12,285.43,283.74,262.7,238.99,225.23,213.9,213.87,"欧洲和中亚"
"MAC","Macao SAR, China",136.28,138.94,121.8,126.74,131.3,122.41,139.97,148.72,162.71,163.12,164.59,164.99,135.51,119.55,105.55,105.01,80.07,61.04,46.03,"东亚和太平洋"
"MAF","St. Martin (French part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"MAR","Morocco",350.46,347.81,377.85,413.64,393.72,431.88,395.27,412.92,385.67,396.99,399.63,413.32,405.77,374.75,386.42,395.88,377.41,386.58,378.98,"中东和北非"
"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"欧洲和中亚"
"MDA","Moldova",NA,NA,2078.83,1568.03,1755.42,1648.05,1789.72,1085.4,1025.34,762.24,582.42,580.45,577.78,583.4,576.57,576.5,561.3,511.01,483.09,"欧洲和中亚"
"MDG","Madagascar",84.36,98.08,94.28,94.61,116.41,114.13,120.15,139.65,137.26,145.26,134.97,118.34,96.14,124.47,130.35,109.75,104.05,104.07,102.87,"撒哈拉以南非洲"
"MDV","Maldives",NA,NA,NA,NA,NA,432.5,459.93,478.84,396.88,516.56,527.99,589.16,662.27,529.03,607.53,574.96,624.33,601.82,580.77,"南亚"
"MEX","Mexico",386.59,383.44,376.66,368.17,374.11,379.94,371.52,354.53,347.83,342.64,323.28,332.74,327.64,332.61,322.55,333.29,323.55,319.16,332.6,"拉美和加勒比海"
"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"MKD","Macedonia, FYR",NA,NA,771.05,799.55,823.96,862.73,923.58,824.6,947,842.77,829.55,864.11,780.86,785.45,746.79,720.89,672.67,659.53,655.17,"欧洲和中亚"
"MLI","Mali",73.11,74.45,69.88,73.18,73.69,70.48,70.95,71.45,66.44,64.9,63.32,56.86,55.33,50.13,51.4,48.77,46.31,45.26,44.2,"撒哈拉以南非洲"
"MLT","Malta",448.25,426.12,417.88,472.68,445.55,424.76,450.5,467.68,294.41,307.57,257.6,315.31,284.15,320.03,316.26,318.78,293.39,299.45,274.26,"中东和北非"
"MMR","Myanmar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.04,440.35,316.34,293.71,"欧洲和中亚"
"MNG","Mongolia",1881.43,2504.43,2504.55,2174.69,1819.92,1702.95,1690.38,1560.21,1509.07,1434.86,1409.65,1438.12,1443.38,1307.71,1258.18,1208.3,1193.23,1210.51,1146.7,"东亚和太平洋"
"MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"MOZ","Mozambique",184.77,180.65,185.61,183.97,171.14,172.91,150.9,147.97,134.44,130.38,146.49,153.33,141.56,161.27,149.77,131.06,131.02,158.77,133.58,"撒哈拉以南非洲"
"MRT","Mauritania",862.26,873.92,918.46,872.91,949.5,826.04,784.45,817.52,294.64,298.09,291.78,304.45,331.27,322.68,340.88,332.09,280.6,347.18,343.58,"撒哈拉以南非洲"
"MUS","Mauritius",226.38,225.46,237.69,234.93,206.49,223.03,225.19,218.28,226.18,247.66,254.83,266.2,261.98,266.73,256.06,270.05,287.73,279.68,269.55,"撒哈拉以南非洲"
"MWI","Malawi",114.65,113.65,121.96,117.4,135.63,117.97,107.17,110.17,115.77,135.23,120.89,127.22,122.05,125.29,121.04,110.87,107.06,101.19,120.06,"撒哈拉以南非洲"
"MYS","Malaysia",470.39,520.44,524.71,581.61,545.84,640.36,602.52,558.93,551.93,491.54,529.64,569.01,533.63,598.27,587.44,608.83,562.56,573.97,585.7,"东亚和太平洋"
"MYT","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"撒哈拉以南非洲"
"NAM","Namibia",1.3,2.4,2.24,2.86,4.26,243.23,258.03,247.11,250.75,215.37,207.25,242.31,245.46,251.07,236.48,245.55,246.09,244.95,311.41,"撒哈拉以南非洲"
"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"NER","Niger",152.32,146.64,149.86,165.66,157.96,162.35,173.25,168,161.51,160.22,122.02,108.68,113.16,116.18,116.06,104.12,97.54,100.68,90.28,"撒哈拉以南非洲"
"NGA","Nigeria",328.25,312.46,435.36,394.33,306.03,223.43,247.99,240.09,235.62,259.77,435.71,444.86,515.73,443.8,418.11,425.29,354.97,320.38,326.63,"撒哈拉以南非洲"
"NIC","Nicaragua",340.18,266.61,319.74,296.89,318.87,334.33,324.13,334.03,351.46,348.07,338.07,343.45,338.93,356.66,340.48,313.76,321.26,329.81,308.17,"拉美和加勒比海"
"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"NLD","Netherlands",417.77,429.14,410.72,415.36,404.81,400.68,409.56,375.73,355.63,315.82,308.2,305.87,314.94,318.76,315.1,300.62,281.66,280.22,277.05,"欧洲和中亚"
"NOR","Norway",229.99,228,204.1,209.54,186.29,201.73,192.99,188.38,185.94,216.11,198,205.57,184.47,207.97,200.42,193.71,197.84,195.49,215.92,"欧洲和中亚"
"NPL","Nepal",46.88,66.74,88.82,94.25,100.81,116.79,135.45,144.35,113.35,155.24,146.84,149.65,117.26,122.88,110.1,124.29,123.65,123,120.03,"南亚"
"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"NZL","New Zealand",368.58,380.2,402.31,368.66,362.88,354.24,378.16,388.88,374.37,373.38,376.86,380.96,357.25,344.65,331.1,319,313.77,299.44,304.12,"东亚和太平洋"
"OMN","Oman",377.96,376.9,384.09,403.26,440.11,437.38,405.6,391.83,407.95,510.19,512.87,442.26,538.77,687.45,641.88,677.68,721.4,700.74,703.94,"中东和北非"
"PAK","Pakistan",378.39,358.47,354.99,373.87,391.96,371.87,396.5,393.62,395.79,392.46,399.16,398.15,406.37,403.94,416.48,401.56,403.72,421.36,420.66,"南亚"
"PAN","Panama",213.71,211.3,231.18,225.42,253.82,181.16,247.66,284.01,264.1,242.24,240.87,289.85,236.05,238.91,209.35,203.21,211.83,184.17,173.8,"拉美和加勒比海"
"PER","Peru",218.05,205.85,206.44,227.67,199,188.38,187.45,197.32,201.52,210.84,211.34,189.09,180.2,168.07,193.58,212.58,186.38,210.68,178.74,"拉美和加勒比海"
"PHL","Philippines",283.19,293.14,320.79,320.19,336.51,360.52,354.3,397.18,390.44,365.6,379.36,359.62,341.99,326.6,317.15,310.61,246.22,268.33,272.64,"东亚和太平洋"
"PLW","Palau",NA,1041.08,538.75,594.5,554.05,516.25,482.7,471.85,462.6,489,487.54,752.01,779.28,821.13,782.77,756.23,775.76,786.94,827.49,"东亚和太平洋"
"PNG","Papua New Guinea",304.97,268.38,234.48,192.7,198.95,192.28,189.39,232.82,268.67,229.02,256.2,308.3,335.78,371.21,408.13,405.57,393.78,248.89,157.98,"东亚和太平洋"
"POL","Poland",1177.5,1248.24,1202.11,1142.67,1035.78,998.69,972.6,888.56,788.25,731.52,667.52,662,639.92,632.54,601,577.42,571.56,528.19,503.81,"欧洲和中亚"
"PRI","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"拉美和加勒比海"
"PRK","Korea, Dem. Rep.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"PRT","Portugal",271.09,286.56,307.75,284.78,289.75,298.52,279.69,281.06,291,311.55,291.79,285.7,301.54,279.12,283.36,290.73,259.39,258.17,241.37,"欧洲和中亚"
"PRY","Paraguay",133.14,128.25,145.59,157.74,180.22,193.65,182.53,198.19,211.52,214.7,181.97,184.67,188.48,189.54,182.83,166.56,166.08,161.43,151.87,"拉美和加勒比海"
"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"东亚和太平洋"
"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906.53,760.34,725.97,819.04,844.26,909.35,845.46,791.89,636.13,"中东和北非"
"ROM","Romania",871.1,865.82,863.68,830.89,764.32,784.8,750.5,725.2,680.86,595.8,585.79,589.23,540.14,534.42,490.12,468.43,466.32,424.49,373.1,"欧洲和中亚"
"RUS","Russian Federation",NA,NA,1461.53,1462.83,1444.81,1455.13,1488.6,1387.19,1403.74,1339.36,1232.84,1166.28,1108.26,1065.02,1004.98,952.23,909.83,837.26,815.11,"欧洲和中亚"
"RWA","Rwanda",132.13,125.34,119.76,131.08,254.43,185.93,169.84,154.39,139.43,135.53,128.12,118.71,106.95,103.53,97.44,89.14,81.63,80.26,71.07,"撒哈拉以南非洲"
"SAU","Saudi Arabia",690.26,789.82,806.42,887.06,867.37,654.5,696.86,569.71,529.63,584.96,730.95,722.31,788.73,733.1,744.5,748.17,757.6,769.2,805.7,"中东和北非"
"SDN","Sudan",203.83,183.72,152.19,88.99,134.65,131.54,115.18,132.28,109.91,115.59,115.87,125.63,151.98,158.5,178.1,193.6,169.44,166.89,173.15,"撒哈拉以南非洲"
"SEN","Senegal",297.43,312.07,313.19,319.27,346.69,294.72,309.21,261.63,259.55,263.37,271.65,285.63,297.95,307.95,306.32,321.82,256.53,274.44,246.02,"撒哈拉以南非洲"
"SGP","Singapore",612.5,581.13,575.49,561.01,607.11,407.85,444.41,512.54,433.23,357.84,310.84,282.57,266.62,210.01,226.18,259.78,227.49,157.36,139.04,"东亚和太平洋"
"SLB","Solomon Islands",222.79,210.17,186.51,175.3,156.8,151.79,149.39,151.57,148.92,153.04,178.51,202.61,208.44,204.05,194.52,184.52,172.53,171.76,160.07,"东亚和太平洋"
